,VIRT,RES,SHR,CPU%,% Run,File
47,2.139688,0.425068,80.412,9.6,68.48977844375467,yolo_192-fp16.tflite_d1_m2_t1.log
48,2.139688,0.425068,80.412,8.9,68.77876485069035,yolo_192-fp16.tflite_d1_m2_t1.log
49,2.139688,0.425068,80.412,8.9,69.06775125762603,yolo_192-fp16.tflite_d1_m2_t1.log
50,2.139688,0.425068,80.412,8.9,69.35673766456169,yolo_192-fp16.tflite_d1_m2_t1.log
51,2.139688,0.425068,80.412,9.6,69.66713047201112,yolo_192-fp16.tflite_d1_m2_t1.log
52,2.139688,0.425068,80.412,8.6,69.94541367868992,yolo_192-fp16.tflite_d1_m2_t1.log
53,2.139688,0.425068,80.412,9.3,70.24510328588246,yolo_192-fp16.tflite_d1_m2_t1.log
54,2.139688,0.425068,80.412,8.9,70.53408969281816,yolo_192-fp16.tflite_d1_m2_t1.log
55,2.139688,0.425068,80.412,9.6,70.84448250026757,yolo_192-fp16.tflite_d1_m2_t1.log
56,2.139688,0.425068,80.412,9.3,71.14417210746012,yolo_192-fp16.tflite_d1_m2_t1.log
57,2.139688,0.425068,80.412,8.9,71.43315851439579,yolo_192-fp16.tflite_d1_m2_t1.log
58,2.139688,0.425068,80.412,8.9,71.72214492133148,yolo_192-fp16.tflite_d1_m2_t1.log
59,2.139688,0.425068,80.412,8.6,72.00042812801027,yolo_192-fp16.tflite_d1_m2_t1.log
60,2.139688,0.425068,80.412,8.9,72.28941453494595,yolo_192-fp16.tflite_d1_m2_t1.log
61,2.139688,0.425068,80.412,9.2,72.58910414213848,yolo_192-fp16.tflite_d1_m2_t1.log
62,2.139688,0.425068,80.412,8.9,72.87809054907417,yolo_192-fp16.tflite_d1_m2_t1.log
63,2.139688,0.425068,80.412,9.2,73.17778015626672,yolo_192-fp16.tflite_d1_m2_t1.log
64,2.139688,0.425068,80.412,8.9,73.46676656320238,yolo_192-fp16.tflite_d1_m2_t1.log
65,2.139688,0.425068,80.412,8.6,73.7450497698812,yolo_192-fp16.tflite_d1_m2_t1.log
66,2.139688,0.425068,80.412,9.2,74.04473937707374,yolo_192-fp16.tflite_d1_m2_t1.log
67,2.139688,0.425068,80.412,9.2,74.3444289842663,yolo_192-fp16.tflite_d1_m2_t1.log
68,2.139688,0.425068,80.412,8.9,74.63341539120196,yolo_192-fp16.tflite_d1_m2_t1.log
69,2.139688,0.425068,80.412,8.9,74.92240179813764,yolo_192-fp16.tflite_d1_m2_t1.log
70,2.139688,0.425068,80.412,8.9,75.2113882050733,yolo_192-fp16.tflite_d1_m2_t1.log
71,2.139688,0.425068,80.412,8.6,75.48967141175211,yolo_192-fp16.tflite_d1_m2_t1.log
72,2.139688,0.425068,80.412,8.6,75.7679546184309,yolo_192-fp16.tflite_d1_m2_t1.log
73,2.139688,0.425068,80.412,8.9,76.05694102536658,yolo_192-fp16.tflite_d1_m2_t1.log
74,2.139688,0.425068,80.412,9.2,76.35663063255913,yolo_192-fp16.tflite_d1_m2_t1.log
75,2.139688,0.425068,80.412,8.9,76.64561703949481,yolo_192-fp16.tflite_d1_m2_t1.log
76,2.139688,0.425068,80.412,8.6,76.9239002461736,yolo_192-fp16.tflite_d1_m2_t1.log
77,2.139688,0.425068,80.412,8.9,77.21288665310927,yolo_192-fp16.tflite_d1_m2_t1.log
78,2.139688,0.425068,80.412,8.9,77.50187306004494,yolo_192-fp16.tflite_d1_m2_t1.log
79,2.139688,0.425068,80.412,8.6,77.78015626672374,yolo_192-fp16.tflite_d1_m2_t1.log
80,2.139688,0.425068,80.412,9.2,78.0798458739163,yolo_192-fp16.tflite_d1_m2_t1.log
81,2.139688,0.425068,80.412,9.3,78.37953548110886,yolo_192-fp16.tflite_d1_m2_t1.log
82,2.139688,0.425068,80.412,8.6,78.65781868778764,yolo_192-fp16.tflite_d1_m2_t1.log
83,2.139688,0.425068,80.412,8.6,78.93610189446643,yolo_192-fp16.tflite_d1_m2_t1.log
84,2.139688,0.425068,80.412,9.3,79.235791501659,yolo_192-fp16.tflite_d1_m2_t1.log
85,2.139688,0.425068,80.412,9.2,79.53548110885154,yolo_192-fp16.tflite_d1_m2_t1.log
86,2.139688,0.425068,80.412,8.9,79.8244675157872,yolo_192-fp16.tflite_d1_m2_t1.log
87,2.139688,0.425068,80.412,9.2,80.12415712297977,yolo_192-fp16.tflite_d1_m2_t1.log
88,2.139688,0.425068,80.412,8.9,80.41314352991543,yolo_192-fp16.tflite_d1_m2_t1.log
89,2.139688,0.425068,80.412,8.3,80.68072353633735,yolo_192-fp16.tflite_d1_m2_t1.log
90,2.139688,0.425068,80.412,8.6,80.95900674301616,yolo_192-fp16.tflite_d1_m2_t1.log
91,2.139688,0.425068,80.412,9.6,81.2693995504656,yolo_192-fp16.tflite_d1_m2_t1.log
92,2.139688,0.425068,80.412,9.9,81.5904955581719,yolo_192-fp16.tflite_d1_m2_t1.log
93,2.139688,0.425068,80.412,9.6,81.90088836562131,yolo_192-fp16.tflite_d1_m2_t1.log
94,2.139688,0.425068,80.412,9.6,82.21128117307074,yolo_192-fp16.tflite_d1_m2_t1.log
95,2.139688,0.425068,80.412,9.9,82.53237718077705,yolo_192-fp16.tflite_d1_m2_t1.log
96,2.139688,0.425068,80.412,9.6,82.84276998822648,yolo_192-fp16.tflite_d1_m2_t1.log
97,2.139688,0.425068,80.412,9.6,83.1531627956759,yolo_192-fp16.tflite_d1_m2_t1.log
98,2.139688,0.425068,80.412,9.3,83.45285240286844,yolo_192-fp16.tflite_d1_m2_t1.log
99,2.139688,0.425068,80.412,10.2,83.78465161083163,yolo_192-fp16.tflite_d1_m2_t1.log
100,2.139688,0.425068,80.412,9.6,84.09504441828105,yolo_192-fp16.tflite_d1_m2_t1.log
101,2.139688,0.425068,80.412,9.6,84.40543722573048,yolo_192-fp16.tflite_d1_m2_t1.log
102,2.139688,0.425068,80.412,9.9,84.72653323343678,yolo_192-fp16.tflite_d1_m2_t1.log
103,2.139688,0.425068,80.412,9.9,85.04762924114311,yolo_192-fp16.tflite_d1_m2_t1.log
104,2.139688,0.425068,80.412,9.9,85.36872524884942,yolo_192-fp16.tflite_d1_m2_t1.log
105,2.139688,0.425068,80.412,9.6,85.67911805629882,yolo_192-fp16.tflite_d1_m2_t1.log
106,2.139688,0.425068,80.412,9.6,85.98951086374825,yolo_192-fp16.tflite_d1_m2_t1.log
107,2.139688,0.425068,80.412,9.6,86.29990367119767,yolo_192-fp16.tflite_d1_m2_t1.log
108,2.139688,0.425068,80.412,10.2,86.63170287916087,yolo_192-fp16.tflite_d1_m2_t1.log
109,2.139688,0.425068,80.412,9.9,86.95279888686717,yolo_192-fp16.tflite_d1_m2_t1.log
110,2.139688,0.425068,80.412,9.6,87.2631916943166,yolo_192-fp16.tflite_d1_m2_t1.log
111,2.139688,0.425068,80.412,9.9,87.5842877020229,yolo_192-fp16.tflite_d1_m2_t1.log
112,2.139688,0.425068,80.412,9.2,87.88397730921544,yolo_192-fp16.tflite_d1_m2_t1.log
113,2.139688,0.425068,80.412,9.6,88.19437011666487,yolo_192-fp16.tflite_d1_m2_t1.log
114,2.139688,0.425068,80.412,9.9,88.51546612437117,yolo_192-fp16.tflite_d1_m2_t1.log
115,2.139688,0.425068,80.412,9.6,88.8258589318206,yolo_192-fp16.tflite_d1_m2_t1.log
116,2.139688,0.425068,80.412,10.2,89.15765813978379,yolo_192-fp16.tflite_d1_m2_t1.log
117,2.139688,0.425068,80.412,9.9,89.4787541474901,yolo_192-fp16.tflite_d1_m2_t1.log
118,2.139688,0.425068,80.412,9.9,89.79985015519641,yolo_192-fp16.tflite_d1_m2_t1.log
119,2.139688,0.425068,80.412,9.9,90.1209461629027,yolo_192-fp16.tflite_d1_m2_t1.log
120,2.139688,0.425068,80.412,8.9,90.40993256983838,yolo_192-fp16.tflite_d1_m2_t1.log
121,2.139688,0.425068,80.412,8.9,90.69891897677405,yolo_192-fp16.tflite_d1_m2_t1.log
122,2.139688,0.425068,80.412,9.9,91.02001498448034,yolo_192-fp16.tflite_d1_m2_t1.log
123,2.139688,0.425068,80.412,9.3,91.3197045916729,yolo_192-fp16.tflite_d1_m2_t1.log
124,2.139688,0.425068,80.412,9.6,91.63009739912233,yolo_192-fp16.tflite_d1_m2_t1.log
125,2.139688,0.425068,80.412,9.6,91.94049020657177,yolo_192-fp16.tflite_d1_m2_t1.log
126,2.139688,0.425068,80.412,9.6,92.25088301402118,yolo_192-fp16.tflite_d1_m2_t1.log
127,2.139688,0.425068,80.412,9.9,92.57197902172749,yolo_192-fp16.tflite_d1_m2_t1.log
128,2.139688,0.425068,80.412,9.6,92.88237182917692,yolo_192-fp16.tflite_d1_m2_t1.log
129,2.139688,0.425068,80.412,9.6,93.19276463662634,yolo_192-fp16.tflite_d1_m2_t1.log
130,2.139688,0.425068,80.412,9.6,93.50315744407577,yolo_192-fp16.tflite_d1_m2_t1.log
131,2.139688,0.425068,80.412,8.9,93.79214385101145,yolo_192-fp16.tflite_d1_m2_t1.log
132,2.139688,0.425068,80.412,9.9,94.11323985871776,yolo_192-fp16.tflite_d1_m2_t1.log
133,2.139688,0.425068,80.412,9.2,94.41292946591031,yolo_192-fp16.tflite_d1_m2_t1.log
134,2.139688,0.425068,80.412,9.2,94.71261907310284,yolo_192-fp16.tflite_d1_m2_t1.log
135,2.139688,0.425068,80.412,9.3,95.0123086802954,yolo_192-fp16.tflite_d1_m2_t1.log
136,2.139688,0.425068,80.412,9.6,95.32270148774484,yolo_192-fp16.tflite_d1_m2_t1.log
137,2.139688,0.425068,80.412,9.6,95.63309429519425,yolo_192-fp16.tflite_d1_m2_t1.log
138,2.139688,0.425068,80.412,9.3,95.9327839023868,yolo_192-fp16.tflite_d1_m2_t1.log
139,2.139688,0.425068,80.412,9.6,96.24317670983623,yolo_192-fp16.tflite_d1_m2_t1.log
140,2.139688,0.425068,80.412,9.9,96.56427271754254,yolo_192-fp16.tflite_d1_m2_t1.log
141,2.139688,0.425068,80.412,9.9,96.88536872524884,yolo_192-fp16.tflite_d1_m2_t1.log
142,2.139688,0.425068,80.412,9.9,97.20646473295514,yolo_192-fp16.tflite_d1_m2_t1.log
143,2.139688,0.425068,80.412,9.6,97.51685754040457,yolo_192-fp16.tflite_d1_m2_t1.log
144,2.139688,0.425068,80.412,9.6,97.827250347854,yolo_192-fp16.tflite_d1_m2_t1.log
145,2.139688,0.425068,80.412,9.6,98.13764315530342,yolo_192-fp16.tflite_d1_m2_t1.log
146,2.139688,0.425068,80.412,9.6,98.44803596275285,yolo_192-fp16.tflite_d1_m2_t1.log
147,2.139688,0.425068,80.412,9.6,98.75842877020229,yolo_192-fp16.tflite_d1_m2_t1.log
148,2.139688,0.425068,80.412,9.2,99.05811837739483,yolo_192-fp16.tflite_d1_m2_t1.log
149,2.139688,0.425068,80.412,9.6,99.36851118484427,yolo_192-fp16.tflite_d1_m2_t1.log
150,2.139688,0.425068,80.412,9.9,99.68960719255057,yolo_192-fp16.tflite_d1_m2_t1.log
151,2.139688,0.425068,80.412,9.6,100.0,yolo_192-fp16.tflite_d1_m2_t1.log
0,1.795968,0.068808,49.764,6.6,0.3097413659594239,yolo_480-fp16.tflite_d1_m2_t1.log
1,1.8299,0.124488,79.74,100.0,4.986835991946725,yolo_480-fp16.tflite_d1_m2_t1.log
2,1.835048,0.129556,80.204,100.0,9.663930617934026,yolo_480-fp16.tflite_d1_m2_t1.log
3,1.83534,0.130212,80.46,100.0,14.341025243921326,yolo_480-fp16.tflite_d1_m2_t1.log
4,1.835472,0.13026,80.46,100.0,19.018119869908627,yolo_480-fp16.tflite_d1_m2_t1.log
5,1.835472,0.13026,80.46,100.0,23.69521449589593,yolo_480-fp16.tflite_d1_m2_t1.log
6,1.835804,0.130696,80.46,100.0,28.372309121883234,yolo_480-fp16.tflite_d1_m2_t1.log
7,1.82824,0.131084,80.46,100.0,33.04940374787053,yolo_480-fp16.tflite_d1_m2_t1.log
8,1.828404,0.131276,80.46,100.0,37.72649837385783,yolo_480-fp16.tflite_d1_m2_t1.log
9,1.84142,0.135556,80.46,100.0,42.40359299984513,yolo_480-fp16.tflite_d1_m2_t1.log
10,1.84142,0.135556,80.46,100.0,47.08068762583243,yolo_480-fp16.tflite_d1_m2_t1.log
11,1.842524,0.138052,81.184,100.0,51.75778225181974,yolo_480-fp16.tflite_d1_m2_t1.log
12,1.843092,0.138016,80.488,100.0,56.43487687780704,yolo_480-fp16.tflite_d1_m2_t1.log
13,1.843092,0.1381,80.548,100.0,61.11197150379434,yolo_480-fp16.tflite_d1_m2_t1.log
14,1.843092,0.1381,80.548,100.0,65.78906612978163,yolo_480-fp16.tflite_d1_m2_t1.log
15,1.843232,0.138136,80.548,100.0,70.46616075576894,yolo_480-fp16.tflite_d1_m2_t1.log
16,1.843232,0.138136,80.548,100.0,75.14325538175625,yolo_480-fp16.tflite_d1_m2_t1.log
17,1.83746,0.132364,80.548,99.7,79.80486293944557,yolo_480-fp16.tflite_d1_m2_t1.log
18,1.83746,0.132368,80.548,100.0,84.48195756543286,yolo_480-fp16.tflite_d1_m2_t1.log
19,2.146156,0.428852,81.416,72.2,87.85813845439058,yolo_480-fp16.tflite_d1_m2_t1.log
20,2.146156,0.428852,81.416,5.6,88.12141861545611,yolo_480-fp16.tflite_d1_m2_t1.log
21,2.146156,0.428852,81.416,5.6,88.38469877652162,yolo_480-fp16.tflite_d1_m2_t1.log
22,2.146156,0.428852,81.416,5.3,88.63249186928914,yolo_480-fp16.tflite_d1_m2_t1.log
23,2.146156,0.428852,81.416,5.9,88.91125909865264,yolo_480-fp16.tflite_d1_m2_t1.log
24,2.146156,0.428852,81.416,5.3,89.15905219142017,yolo_480-fp16.tflite_d1_m2_t1.log
25,2.146156,0.428852,81.416,5.3,89.40684528418771,yolo_480-fp16.tflite_d1_m2_t1.log
26,2.146156,0.428852,81.416,5.3,89.65463837695525,yolo_480-fp16.tflite_d1_m2_t1.log
27,2.146156,0.428852,81.416,5.3,89.90243146972279,yolo_480-fp16.tflite_d1_m2_t1.log
28,2.146156,0.428852,81.416,5.3,90.15022456249034,yolo_480-fp16.tflite_d1_m2_t1.log
29,2.146156,0.428852,81.416,5.3,90.39801765525787,yolo_480-fp16.tflite_d1_m2_t1.log
30,2.146156,0.428852,81.416,5.3,90.64581074802541,yolo_480-fp16.tflite_d1_m2_t1.log
31,2.146156,0.428852,81.416,5.6,90.90909090909093,yolo_480-fp16.tflite_d1_m2_t1.log
32,2.146156,0.428852,81.416,5.3,91.15688400185846,yolo_480-fp16.tflite_d1_m2_t1.log
33,2.146156,0.428852,81.416,5.6,91.42016416292397,yolo_480-fp16.tflite_d1_m2_t1.log
34,2.146156,0.428852,81.416,5.3,91.6679572556915,yolo_480-fp16.tflite_d1_m2_t1.log
35,2.146156,0.428852,81.416,5.6,91.93123741675701,yolo_480-fp16.tflite_d1_m2_t1.log
36,2.146156,0.428852,81.416,5.0,92.16354344122658,yolo_480-fp16.tflite_d1_m2_t1.log
37,2.146156,0.428852,81.416,5.6,92.4268236022921,yolo_480-fp16.tflite_d1_m2_t1.log
38,2.146156,0.428852,81.416,5.3,92.67461669505964,yolo_480-fp16.tflite_d1_m2_t1.log
39,2.146156,0.428852,81.416,5.3,92.92240978782718,yolo_480-fp16.tflite_d1_m2_t1.log
40,2.146156,0.428852,81.416,5.3,93.17020288059472,yolo_480-fp16.tflite_d1_m2_t1.log
41,2.146156,0.428852,81.416,5.6,93.43348304166022,yolo_480-fp16.tflite_d1_m2_t1.log
42,2.146156,0.428852,81.416,5.3,93.68127613442778,yolo_480-fp16.tflite_d1_m2_t1.log
43,2.146156,0.428852,81.416,5.6,93.94455629549327,yolo_480-fp16.tflite_d1_m2_t1.log
44,2.146156,0.428852,81.416,5.3,94.19234938826081,yolo_480-fp16.tflite_d1_m2_t1.log
45,2.146156,0.428852,81.416,5.6,94.45562954932633,yolo_480-fp16.tflite_d1_m2_t1.log
46,2.146156,0.428852,81.416,5.0,94.68793557379588,yolo_480-fp16.tflite_d1_m2_t1.log
47,2.146156,0.428852,81.416,5.3,94.93572866656342,yolo_480-fp16.tflite_d1_m2_t1.log
48,2.146156,0.428852,81.416,5.6,95.19900882762894,yolo_480-fp16.tflite_d1_m2_t1.log
49,2.146156,0.428852,81.416,5.3,95.44680192039648,yolo_480-fp16.tflite_d1_m2_t1.log
50,2.146156,0.428852,81.416,5.6,95.71008208146199,yolo_480-fp16.tflite_d1_m2_t1.log
51,2.146156,0.428852,81.416,5.3,95.95787517422953,yolo_480-fp16.tflite_d1_m2_t1.log
52,2.146156,0.428852,81.416,5.6,96.22115533529504,yolo_480-fp16.tflite_d1_m2_t1.log
53,2.146156,0.428852,81.416,5.3,96.46894842806257,yolo_480-fp16.tflite_d1_m2_t1.log
54,2.146156,0.428852,81.416,5.9,96.74771565742606,yolo_480-fp16.tflite_d1_m2_t1.log
55,2.146156,0.428852,81.416,5.3,96.99550875019361,yolo_480-fp16.tflite_d1_m2_t1.log
56,2.146156,0.428852,81.416,5.6,97.2587889112591,yolo_480-fp16.tflite_d1_m2_t1.log
57,2.146156,0.428852,81.416,5.3,97.50658200402665,yolo_480-fp16.tflite_d1_m2_t1.log
58,2.146156,0.428852,81.416,5.0,97.73888802849622,yolo_480-fp16.tflite_d1_m2_t1.log
59,2.146156,0.428852,81.416,5.3,97.98668112126376,yolo_480-fp16.tflite_d1_m2_t1.log
60,2.146156,0.428852,81.416,5.3,98.2344742140313,yolo_480-fp16.tflite_d1_m2_t1.log
61,2.146156,0.428852,81.416,5.3,98.48226730679885,yolo_480-fp16.tflite_d1_m2_t1.log
62,2.146156,0.428852,81.416,5.6,98.74554746786434,yolo_480-fp16.tflite_d1_m2_t1.log
63,2.146156,0.428852,81.416,5.3,98.99334056063188,yolo_480-fp16.tflite_d1_m2_t1.log
64,2.146156,0.428852,81.416,5.6,99.2566207216974,yolo_480-fp16.tflite_d1_m2_t1.log
65,2.146156,0.428852,81.416,5.3,99.50441381446493,yolo_480-fp16.tflite_d1_m2_t1.log
66,2.146156,0.428852,81.416,5.3,99.75220690723246,yolo_480-fp16.tflite_d1_m2_t1.log
67,2.146156,0.428852,81.416,5.3,100.0,yolo_480-fp16.tflite_d1_m2_t1.log
0,1.795932,0.068212,49.212,6.6,0.2665245202558636,yolo_288-fp16.tflite_d1_m2_t1.log
1,1.829788,0.123892,79.24,100.0,4.291044776119404,yolo_288-fp16.tflite_d1_m2_t1.log
2,1.834964,0.12882,79.564,100.0,8.315565031982944,yolo_288-fp16.tflite_d1_m2_t1.log
3,1.835256,0.129408,79.756,100.0,12.340085287846483,yolo_288-fp16.tflite_d1_m2_t1.log
4,1.835388,0.129448,79.756,99.7,16.35127931769723,yolo_288-fp16.tflite_d1_m2_t1.log
5,1.835388,0.129456,79.756,100.3,20.389125799573563,yolo_288-fp16.tflite_d1_m2_t1.log
6,1.83572,0.129904,79.756,99.7,24.40031982942431,yolo_288-fp16.tflite_d1_m2_t1.log
7,1.8281,0.130292,79.756,100.0,28.424840085287844,yolo_288-fp16.tflite_d1_m2_t1.log
8,1.82832,0.130484,79.756,100.3,32.462686567164184,yolo_288-fp16.tflite_d1_m2_t1.log
9,1.841352,0.134776,79.756,100.0,36.487206823027726,yolo_288-fp16.tflite_d1_m2_t1.log
10,1.841352,0.13478,79.756,99.7,40.49840085287847,yolo_288-fp16.tflite_d1_m2_t1.log
11,1.843008,0.137776,80.468,100.0,44.522921108742004,yolo_288-fp16.tflite_d1_m2_t1.log
12,1.843008,0.137288,79.772,100.3,48.56076759061834,yolo_288-fp16.tflite_d1_m2_t1.log
13,1.843008,0.137316,79.772,99.7,52.57196162046909,yolo_288-fp16.tflite_d1_m2_t1.log
14,1.843008,0.137316,79.772,100.0,56.596481876332625,yolo_288-fp16.tflite_d1_m2_t1.log
15,1.843148,0.137352,79.772,100.3,60.63432835820897,yolo_288-fp16.tflite_d1_m2_t1.log
16,1.843148,0.137352,79.772,99.7,64.6455223880597,yolo_288-fp16.tflite_d1_m2_t1.log
17,1.837376,0.13162,79.812,100.3,68.68336886993605,yolo_288-fp16.tflite_d1_m2_t1.log
18,2.122292,0.1486,80.472,100.0,72.70788912579958,yolo_288-fp16.tflite_d1_m2_t1.log
19,2.141124,0.4255,80.716,61.3,75.17324093816632,yolo_288-fp16.tflite_d1_m2_t1.log
20,2.141124,0.4255,80.716,6.6,75.43976545842219,yolo_288-fp16.tflite_d1_m2_t1.log
21,2.141124,0.4255,80.716,6.6,75.70628997867806,yolo_288-fp16.tflite_d1_m2_t1.log
22,2.141124,0.4255,80.716,6.6,75.9728144989339,yolo_288-fp16.tflite_d1_m2_t1.log
23,2.141124,0.4255,80.716,6.6,76.23933901918977,yolo_288-fp16.tflite_d1_m2_t1.log
24,2.141124,0.4255,80.716,6.6,76.50586353944563,yolo_288-fp16.tflite_d1_m2_t1.log
25,2.141124,0.4255,80.716,6.6,76.7723880597015,yolo_288-fp16.tflite_d1_m2_t1.log
26,2.141124,0.4255,80.716,6.6,77.03891257995737,yolo_288-fp16.tflite_d1_m2_t1.log
27,2.141124,0.4255,80.716,6.6,77.30543710021323,yolo_288-fp16.tflite_d1_m2_t1.log
28,2.141124,0.4255,80.716,6.6,77.57196162046908,yolo_288-fp16.tflite_d1_m2_t1.log
29,2.141124,0.4255,80.716,6.6,77.83848614072495,yolo_288-fp16.tflite_d1_m2_t1.log
30,2.141124,0.4255,80.716,6.3,78.09168443496802,yolo_288-fp16.tflite_d1_m2_t1.log
31,2.141124,0.4255,80.716,6.6,78.35820895522389,yolo_288-fp16.tflite_d1_m2_t1.log
32,2.141124,0.4255,80.716,6.6,78.62473347547976,yolo_288-fp16.tflite_d1_m2_t1.log
33,2.141124,0.4255,80.716,7.0,78.90458422174841,yolo_288-fp16.tflite_d1_m2_t1.log
34,2.141124,0.4255,80.716,6.6,79.17110874200426,yolo_288-fp16.tflite_d1_m2_t1.log
35,2.141124,0.4255,80.716,6.6,79.43763326226014,yolo_288-fp16.tflite_d1_m2_t1.log
36,2.141124,0.4255,80.716,6.6,79.704157782516,yolo_288-fp16.tflite_d1_m2_t1.log
37,2.141124,0.4255,80.716,6.6,79.97068230277186,yolo_288-fp16.tflite_d1_m2_t1.log
38,2.141124,0.4255,80.716,6.3,80.22388059701494,yolo_288-fp16.tflite_d1_m2_t1.log
39,2.141124,0.4255,80.716,6.6,80.4904051172708,yolo_288-fp16.tflite_d1_m2_t1.log
40,2.141124,0.4255,80.716,7.0,80.77025586353945,yolo_288-fp16.tflite_d1_m2_t1.log
41,2.141124,0.4255,80.716,6.6,81.03678038379533,yolo_288-fp16.tflite_d1_m2_t1.log
